"nautical"|"port_destination"|"port_origin"|"code_origin"|"code_destination"|"lat_origin"|"long_origin"|"lat_dest"|"long_dest"|"name_origin"|"name_dest"
128|"6a01e7c5-05e6-4ab7-a706-f0936f32a837"|"3349ad05-b76a-47d2-ae53-83e0b2b457ab"|"891"|"893"|None|None|"5.0725"|"119.222"|Awerange/Barru|Makassar
92|"8152f25a-afda-482c-ac7d-6055dcf67a5f"|"9d79dfde-0237-4b7a-9a6d-61b918d04527"|"841"|"839"|"0.50442"|"123.06"|None|None|Gorontalo|Wakai, Togian
92|e3d9fa2b-3490-4d3f-9408-281cebb8140b|"8152f25a-afda-482c-ac7d-6055dcf67a5f"|"839"|"840"|None|None|-1.3818|"120.754"|Wakai, Togian|Poso
325|ddac0441-65ff-4960-b993-87c73ebc2d85|b2674a83-0456-4666-893d-7c7522f9232b|"431"|"322"|None|None|-1.62999|"105.733"|Tanjung Priok|Belinyu
521|"6ab1ca09-de32-4015-a5aa-07a51eb8c246"|b2674a83-0456-4666-893d-7c7522f9232b|"431"|"256"|None|None|"1.08207"|"103.936"|Tanjung Priok|Batam/Batu Ampar
783|"37463b21-4d37-4327-839a-56985cdc8aa0"|b2674a83-0456-4666-893d-7c7522f9232b|"431"|"144"|None|None|"3.77864"|"98.6992"|Tanjung Priok|Belawan
599|"55c79ac1-55fa-4726-b3f8-f3264fbb674d"|"19887a24-9011-425f-bc0c-5f5cd512ba5a"|"563"|"683"|-7.19812|"112.733"|-8.61983|"122.219"|Tanjung Perak|Maumere /Laurentius Say
295|"268f0392-8e92-4f27-9a11-5c2703cf62df"|"19887a24-9011-425f-bc0c-5f5cd512ba5a"|"563"|"613"|-7.19812|"112.733"|-8.74296|"115.212"|Tanjung Perak|Benoa
477|"00739854-654f-469c-b5af-31680f7ae36e"|"19887a24-9011-425f-bc0c-5f5cd512ba5a"|"563"|"662"|-7.19812|"112.733"|None|None|Tanjung Perak|Labuan Bajo
333|a5e44d1c-a5e0-44de-831f-69aeb13500f7|"19887a24-9011-425f-bc0c-5f5cd512ba5a"|"563"|"773"|-7.19812|"112.733"|-3.43229|"116.009"|Tanjung Perak|Samudera, Batulicin
485|c2f757c2-442b-4fce-9a53-4292baf0f776|"19887a24-9011-425f-bc0c-5f5cd512ba5a"|"563"|"803"|-7.19812|"112.733"|-1.26835|"116.809"|Tanjung Perak|Semayang
573|"6c52555f-7600-41ee-8a2a-9927a743c8b5"|b2674a83-0456-4666-893d-7c7522f9232b|"431"|"191"|None|None|-0.965725|"100.353"|Tanjung Priok|Teluk Bayur
54|"5aec424d-b383-4ed5-9dc4-cb14e75ade0a"|"268f0392-8e92-4f27-9a11-5c2703cf62df"|"613"|"651"|-8.74296|"115.212"|"116.077774"|-8.728721|Benoa|Lembar
272|"5aec424d-b383-4ed5-9dc4-cb14e75ade0a"|"19887a24-9011-425f-bc0c-5f5cd512ba5a"|"563"|"651"|-7.19812|"112.733"|"116.077774"|-8.728721|Tanjung Perak|Lembar
202|"80a4b48e-2bbb-42f8-b0f5-aed166f81eb3"|"5aec424d-b383-4ed5-9dc4-cb14e75ade0a"|"651"|"655"|"116.077774"|-8.728721|-8.444626|"118.71112"|Lembar|Bima
320|"7fce1b97-29ae-42e7-ac8f-4523753e527b"|"5aec424d-b383-4ed5-9dc4-cb14e75ade0a"|"651"|"685"|"116.077774"|-8.728721|-9.63848|"120.251"|Lembar|Waingapu
224|"2328f72b-7c5e-4af1-8978-9601700c35c3"|"6c52555f-7600-41ee-8a2a-9927a743c8b5"|"191"|"160"|-0.965725|"100.353"|"1.29372"|"97.6122"|Teluk Bayur|Gunung Sitoli
80|"123da461-dbcb-4de3-9a2a-3575379a4d14"|"2328f72b-7c5e-4af1-8978-9601700c35c3"|"160"|"159"|"1.29372"|"97.6122"|"1.734"|"98.7771"|Gunung Sitoli|Sibolga
85|"6a52fe82-7596-4930-9105-ad1d85049992"|"7d09ed71-36f8-40bf-996a-5a09bae5dc3d"|"835"|"829"|"1.4436483"|"125.20453"|||Bitung|Kahakitang
60|f97f8a91-f3cf-47fe-8b4e-262b9db3307b|"6a52fe82-7596-4930-9105-ad1d85049992"|"829"|"836"|||"3.6025"|"125.499"|Kahakitang|Tahuna
